time,cpu,memory,incident
45:04.5,14.6,84.7,WARNING
45:04.7,14.6,84.7,WARNING
45:09.5,12.1,84.8,WARNING
45:09.8,12.1,84.8,WARNING
45:14.5,11.9,83.8,WARNING
45:14.7,11.9,83.8,WARNING
45:19.5,5.8,83.9,WARNING
45:19.7,5.8,83.9,WARNING
45:24.5,12.4,83.8,WARNING
45:24.7,12.4,83.8,WARNING
45:29.5,14.5,83.9,WARNING
45:29.8,14.5,83.9,WARNING
45:34.5,16.3,83.7,WARNING
45:34.7,16.3,83.7,WARNING
45:39.5,4.4,83.8,WARNING
45:39.7,4.4,83.8,WARNING
45:44.5,11.7,83.8,WARNING
45:44.7,11.7,83.8,WARNING
45:49.5,9.6,83.9,WARNING
45:49.8,9.6,83.9,WARNING
45:54.5,7.8,83.9,WARNING
45:54.7,7.8,83.9,WARNING
45:59.5,6.5,84.0,WARNING
45:59.8,6.5,84.0,WARNING
46:04.5,8.8,84.0,WARNING
46:04.8,8.8,84.0,WARNING
46:09.5,7.7,84.1,WARNING
46:09.7,7.7,84.1,WARNING
46:14.5,10.2,83.7,WARNING
46:14.7,10.2,83.7,WARNING
46:19.5,5.4,83.9,WARNING
46:19.7,5.4,83.9,WARNING
46:24.5,4.4,83.6,WARNING
46:24.8,4.4,83.6,WARNING
46:29.5,8.8,83.9,WARNING
46:29.7,8.8,83.9,WARNING
46:34.5,9.6,83.7,WARNING
46:34.7,9.6,83.7,WARNING
46:39.5,17.5,83.9,WARNING
46:39.8,17.5,83.9,WARNING
46:44.5,11.8,83.7,WARNING
46:44.8,11.8,83.7,WARNING
46:49.5,17.2,83.8,WARNING
46:49.7,17.2,83.8,WARNING
46:54.5,10.4,83.6,WARNING
46:54.8,10.4,83.6,WARNING
46:59.5,18.2,84.8,WARNING
46:59.7,18.2,84.8,WARNING
47:04.5,5.3,85.4,CRITICAL
47:04.7,5.3,85.4,CRITICAL
47:09.5,13.7,85.3,CRITICAL
47:09.8,13.7,85.3,CRITICAL
47:14.5,9.6,85.3,CRITICAL
47:14.7,9.6,85.3,CRITICAL
47:19.5,18.2,85.1,CRITICAL
47:19.8,18.2,85.1,CRITICAL
47:24.5,7.0,84.9,WARNING
47:24.8,7.0,84.9,WARNING
47:29.5,5.4,85.0,WARNING
47:29.8,5.4,85.0,WARNING
47:34.5,8.6,83.7,WARNING
47:34.7,8.6,83.7,WARNING
47:39.5,9.5,83.8,WARNING
47:39.8,9.5,83.8,WARNING
47:44.5,8.6,83.7,WARNING
47:44.7,8.6,83.7,WARNING
47:49.5,13.3,83.7,WARNING
47:49.8,13.3,83.7,WARNING
47:54.5,16.7,83.6,WARNING
47:54.8,16.7,83.6,WARNING
47:59.5,14.9,83.9,WARNING
47:59.7,14.9,83.9,WARNING
48:04.5,13.0,83.8,WARNING
48:04.7,13.0,83.8,WARNING
48:09.5,7.4,83.9,WARNING
48:09.7,7.4,83.9,WARNING
48:14.5,14.8,84.1,WARNING
48:14.8,14.8,84.1,WARNING
48:19.5,10.1,84.2,WARNING
48:19.7,10.1,84.2,WARNING
48:24.5,15.9,83.7,WARNING
48:24.8,15.9,83.7,WARNING
48:29.5,11.7,83.6,WARNING
48:29.7,11.7,83.6,WARNING
48:34.5,23.4,83.5,WARNING
48:34.8,23.4,83.5,WARNING
48:39.5,12.0,83.6,WARNING
48:39.7,12.0,83.6,WARNING
48:44.5,14.7,83.4,WARNING
48:44.8,14.7,83.4,WARNING
48:49.4,17.1,83.6,WARNING
48:49.7,17.1,83.6,WARNING
48:54.5,6.0,83.4,WARNING
48:54.7,6.0,83.4,WARNING
48:59.5,11.8,83.3,WARNING
48:59.8,11.8,83.3,WARNING
49:04.5,8.6,83.2,WARNING
49:04.6,8.6,83.2,WARNING
49:09.4,17.8,83.9,WARNING
49:09.8,17.8,83.9,WARNING
49:14.5,21.1,83.9,WARNING
49:14.7,21.1,83.9,WARNING
49:19.5,19.9,84.3,WARNING
49:19.7,19.9,84.3,WARNING
49:24.4,12.9,84.5,WARNING
49:24.8,12.9,84.5,WARNING
49:29.4,18.8,85.0,WARNING
49:29.8,18.8,85.0,WARNING
49:34.4,14.7,85.0,WARNING
49:34.7,14.7,85.0,WARNING
49:39.4,14.7,85.4,CRITICAL
49:39.7,14.7,85.4,CRITICAL
49:44.4,10.8,85.3,CRITICAL
49:44.7,10.8,85.3,CRITICAL
49:49.4,12.4,85.5,CRITICAL
49:49.7,12.4,85.5,CRITICAL
49:54.4,20.2,85.8,CRITICAL
49:54.7,20.2,85.8,CRITICAL
49:59.4,15.5,84.5,WARNING
49:59.7,15.5,84.5,WARNING
50:04.5,12.3,83.9,WARNING
50:04.7,12.3,83.9,WARNING
50:09.4,10.3,83.8,WARNING
50:09.7,10.3,83.8,WARNING
50:14.4,31.5,84.8,WARNING
50:14.7,31.5,84.8,WARNING
50:19.4,11.5,83.5,WARNING
50:19.7,11.5,83.5,WARNING
50:24.4,22.3,84.4,WARNING
50:24.8,22.3,84.4,WARNING
50:29.4,15.6,84.6,WARNING
50:29.7,15.6,84.6,WARNING
50:34.4,13.6,84.5,WARNING
50:34.8,13.6,84.5,WARNING
50:39.4,22.1,85.1,CRITICAL
50:39.8,22.1,85.1,CRITICAL
50:44.4,8.1,84.8,WARNING
50:44.7,8.1,84.8,WARNING
50:49.4,15.2,84.6,WARNING
50:49.6,15.2,84.6,WARNING
50:54.4,18.7,84.5,WARNING
50:54.7,18.7,84.5,WARNING
51:04.4,15.0,84.6,WARNING
51:04.6,15.0,84.6,WARNING
51:09.4,18.7,84.8,WARNING
51:09.8,18.7,84.8,WARNING
51:16.9,17.3,84.6,WARNING
51:17.2,17.3,84.6,WARNING
51:19.4,11.2,84.7,WARNING
51:19.7,11.2,84.7,WARNING
51:24.4,7.1,84.3,WARNING
51:24.8,7.1,84.3,WARNING
51:29.4,21.0,84.5,WARNING
51:29.7,21.0,84.5,WARNING
51:34.4,7.8,84.3,WARNING
51:34.7,7.8,84.3,WARNING
51:39.4,17.7,84.5,WARNING
51:39.7,17.7,84.5,WARNING
51:44.4,14.4,84.5,WARNING
51:44.7,14.4,84.5,WARNING
51:49.5,31.9,84.7,WARNING
51:49.7,31.9,84.7,WARNING
51:54.4,17.5,84.7,WARNING
51:54.7,17.5,84.7,WARNING
51:59.4,16.6,84.7,WARNING
51:59.7,16.6,84.7,WARNING
52:04.4,8.7,84.5,WARNING
52:04.7,8.7,84.5,WARNING
52:09.4,18.2,84.7,WARNING
52:09.8,18.2,84.7,WARNING
52:14.5,10.2,84.8,WARNING
52:14.7,10.2,84.8,WARNING
52:19.4,17.4,85.0,WARNING
52:19.7,17.4,85.0,WARNING
52:24.4,10.9,85.0,WARNING
52:24.8,10.9,85.0,WARNING
52:29.4,13.5,84.8,WARNING
52:29.7,13.5,84.8,WARNING
52:34.4,14.5,83.9,WARNING
52:34.7,14.5,83.9,WARNING
57:24.4,6.2,82.4,WARNING
57:29.5,28.9,83.0,WARNING
57:34.4,6.8,82.9,WARNING
57:39.4,25.5,83.2,WARNING
57:39.5,26.6,83.2,WARNING
57:44.4,13.1,82.8,WARNING
57:49.4,22.4,83.2,WARNING
57:54.4,7.9,82.9,WARNING
57:59.4,17.0,82.9,WARNING
58:04.4,9.4,82.6,WARNING
58:09.4,29.1,83.6,WARNING
58:14.4,16.3,83.4,WARNING
58:19.4,26.9,83.6,WARNING
58:24.4,12.5,83.4,WARNING
58:29.4,32.0,83.1,WARNING
58:34.4,18.7,83.4,WARNING
58:39.4,30.4,83.6,WARNING
58:44.4,13.4,83.3,WARNING
58:49.4,28.2,83.0,WARNING
58:54.4,6.4,83.0,WARNING
58:59.4,15.5,83.0,WARNING
59:04.4,3.8,82.6,WARNING
59:09.4,30.2,82.8,WARNING
59:14.4,24.1,87.3,CRITICAL
59:19.4,47.0,90.6,CRITICAL
59:24.4,31.0,80.9,WARNING
59:29.4,25.5,81.5,WARNING
59:34.4,6.4,81.6,WARNING
59:39.4,24.2,82.7,WARNING
59:44.4,22.8,81.8,WARNING
59:49.4,40.7,80.5,WARNING
59:54.4,21.0,81.9,WARNING
59:59.4,30.9,82.0,WARNING
00:04.4,24.0,82.6,WARNING
00:09.4,26.5,83.4,WARNING
03:54.6,10.5,84.6,WARNING
03:59.6,24.0,84.9,WARNING
04:04.6,12.2,84.8,WARNING
04:09.6,28.4,85.1,CRITICAL
04:14.6,15.4,85.2,CRITICAL
04:19.6,25.1,86.1,CRITICAL
04:24.6,13.5,85.3,CRITICAL
04:29.6,26.1,85.5,CRITICAL
04:34.6,9.5,85.8,CRITICAL
04:39.6,18.7,85.9,CRITICAL
04:44.6,12.7,85.5,CRITICAL
04:49.6,30.5,86.3,CRITICAL
04:54.6,20.6,86.2,CRITICAL
04:59.6,35.6,86.4,CRITICAL
05:04.6,24.5,86.1,CRITICAL
05:09.6,29.0,86.3,CRITICAL
05:14.6,18.5,85.7,CRITICAL
05:19.6,25.3,85.7,CRITICAL
05:24.6,17.6,85.8,CRITICAL
05:29.6,29.0,86.1,CRITICAL
05:34.6,21.0,85.8,CRITICAL
05:39.6,26.0,86.1,CRITICAL
05:44.6,13.6,85.8,CRITICAL
05:49.6,22.8,86.0,CRITICAL
05:54.6,32.4,86.6,CRITICAL
05:59.6,20.2,86.8,CRITICAL
06:04.6,12.1,86.4,CRITICAL
06:09.6,44.5,86.9,CRITICAL
06:14.6,18.1,86.9,CRITICAL
06:19.6,20.4,87.1,CRITICAL
06:24.6,24.2,86.7,CRITICAL
06:29.6,33.1,86.7,CRITICAL
06:34.6,20.4,86.6,CRITICAL
06:39.6,23.2,86.7,CRITICAL
06:41.3,16.5,87.1,CRITICAL
06:44.6,11.2,86.5,CRITICAL
06:46.2,13.5,86.5,CRITICAL
06:49.6,21.7,86.4,CRITICAL
06:49.7,25.0,86.4,CRITICAL
06:54.6,10.7,86.1,CRITICAL
06:57.3,13.5,86.1,CRITICAL
06:59.6,17.8,86.4,CRITICAL
07:01.3,18.2,86.3,CRITICAL
07:04.7,22.2,86.2,CRITICAL
07:09.6,23.1,86.4,CRITICAL
07:14.6,20.2,86.2,CRITICAL
07:17.7,15.1,86.2,CRITICAL
07:19.6,24.9,86.4,CRITICAL
07:24.6,17.4,86.2,CRITICAL
07:26.4,14.7,85.9,CRITICAL
07:28.9,17.8,85.7,CRITICAL
07:29.6,29.5,86.1,CRITICAL
07:34.6,15.2,86.7,CRITICAL
07:39.6,26.1,86.8,CRITICAL
07:44.6,11.9,86.3,CRITICAL
07:49.6,24.5,86.3,CRITICAL
07:54.6,11.5,86.1,CRITICAL
07:59.6,20.7,86.5,CRITICAL
08:04.6,18.2,86.3,CRITICAL
08:09.6,21.7,86.6,CRITICAL
08:14.6,12.9,86.3,CRITICAL
08:19.6,14.7,86.2,CRITICAL
08:24.6,6.8,85.9,CRITICAL
08:29.6,16.0,86.3,CRITICAL
08:34.6,5.0,86.1,CRITICAL
08:39.6,24.1,86.1,CRITICAL
08:44.6,8.8,85.9,CRITICAL
08:49.6,18.9,85.9,CRITICAL
08:54.6,6.9,85.5,CRITICAL
08:59.6,22.2,86.6,CRITICAL
09:04.6,10.6,86.7,CRITICAL
09:09.6,30.4,87.2,CRITICAL
09:14.6,12.2,86.9,CRITICAL
09:19.6,17.6,87.2,CRITICAL
09:24.6,11.2,87.0,CRITICAL
09:29.7,15.0,86.3,CRITICAL
09:34.6,22.3,86.2,CRITICAL
09:39.6,25.0,85.7,CRITICAL
09:44.6,10.6,85.5,CRITICAL
09:49.6,20.2,85.9,CRITICAL
09:54.6,7.7,85.6,CRITICAL
09:59.6,11.6,85.7,CRITICAL
10:04.6,8.5,85.4,CRITICAL
10:09.6,23.2,86.1,CRITICAL
10:14.6,13.7,86.6,CRITICAL
10:19.6,18.1,88.0,CRITICAL
10:24.6,25.8,89.3,CRITICAL
10:29.6,18.3,83.9,WARNING
10:34.6,11.3,84.1,WARNING
10:39.6,11.8,83.6,WARNING
10:44.6,4.7,82.7,WARNING
10:49.6,8.6,83.0,WARNING
10:54.6,8.0,82.9,WARNING
10:59.6,10.4,83.4,WARNING
11:04.6,8.5,83.6,WARNING
11:09.6,14.5,83.7,WARNING
11:14.6,20.3,83.0,WARNING
11:19.6,15.6,83.2,WARNING
11:24.6,10.2,83.0,WARNING
11:29.6,13.8,83.1,WARNING
11:34.6,7.8,83.1,WARNING
11:39.6,13.0,83.4,WARNING
11:44.6,12.8,83.5,WARNING
11:49.6,7.2,83.4,WARNING
11:54.6,11.4,83.4,WARNING
11:59.6,13.4,83.8,WARNING
12:04.6,19.0,84.5,WARNING
12:09.6,9.6,84.5,WARNING
12:14.6,6.4,84.4,WARNING
12:19.6,10.5,84.1,WARNING
12:24.6,4.3,83.8,WARNING
12:29.6,8.6,83.4,WARNING
12:34.6,9.8,83.9,WARNING
12:39.6,22.2,83.9,WARNING
12:44.6,14.2,83.9,WARNING
12:49.6,13.4,84.0,WARNING
12:54.6,7.4,83.8,WARNING
12:59.6,9.1,83.9,WARNING
13:04.6,8.2,83.6,WARNING
13:09.6,9.4,83.8,WARNING
13:14.6,10.7,83.5,WARNING
13:19.6,11.5,83.5,WARNING
13:24.6,8.6,83.5,WARNING
13:34.6,10.2,83.5,WARNING
13:39.6,7.8,83.6,WARNING
13:40.3,23.5,83.7,WARNING
13:44.6,9.8,83.5,WARNING
13:49.6,11.9,83.7,WARNING
13:54.6,9.3,83.7,WARNING
13:59.6,11.1,83.8,WARNING
14:04.6,11.5,83.9,WARNING
14:09.6,11.8,83.6,WARNING
14:14.6,11.4,83.6,WARNING
14:19.6,8.1,83.8,WARNING
14:24.6,9.5,83.9,WARNING
14:29.6,22.4,85.2,CRITICAL
14:34.6,11.6,85.4,CRITICAL
14:39.6,11.4,85.6,CRITICAL
14:44.6,10.9,85.5,CRITICAL
14:49.6,10.3,85.1,CRITICAL
14:54.6,12.5,85.2,CRITICAL
14:59.6,30.8,85.7,CRITICAL
15:04.6,23.7,85.7,CRITICAL
15:09.6,23.7,84.9,WARNING
15:14.6,14.6,85.4,CRITICAL
15:19.6,11.6,84.9,WARNING
15:24.6,11.4,84.5,WARNING
15:29.5,14.4,84.6,WARNING
15:34.6,14.8,84.9,WARNING
15:39.6,13.7,83.2,WARNING
15:44.6,9.5,83.1,WARNING
15:49.6,11.8,82.9,WARNING
15:54.6,9.5,82.7,WARNING
15:59.6,7.1,82.7,WARNING
16:04.6,6.7,82.6,WARNING
16:09.6,13.5,82.8,WARNING
16:14.6,6.9,82.8,WARNING
16:19.6,8.3,82.8,WARNING
16:24.6,11.1,82.8,WARNING
16:29.6,11.3,82.7,WARNING
16:34.6,7.2,82.7,WARNING
16:39.6,9.6,82.9,WARNING
16:44.6,7.2,82.7,WARNING
16:49.5,9.1,82.6,WARNING
16:54.5,8.7,82.6,WARNING
16:59.6,10.5,82.6,WARNING
17:04.5,10.2,82.7,WARNING
17:09.6,12.5,82.8,WARNING
17:14.6,12.7,82.7,WARNING
17:19.6,11.8,82.3,WARNING
17:24.5,7.8,82.5,WARNING
17:29.5,15.3,81.5,WARNING
17:34.6,6.4,81.5,WARNING
17:39.6,8.7,81.4,WARNING
17:44.5,7.7,81.5,WARNING
17:49.5,11.2,81.5,WARNING
17:54.6,6.7,81.7,WARNING
17:55.2,10.1,81.7,WARNING
17:59.6,10.0,81.8,WARNING
18:04.6,8.7,81.7,WARNING
18:04.9,12.9,81.7,WARNING
18:09.5,9.8,81.8,WARNING
18:14.5,7.2,81.8,WARNING
18:19.6,7.5,81.9,WARNING
18:24.5,8.5,81.9,WARNING
18:29.6,12.2,81.7,WARNING
18:34.5,6.5,81.6,WARNING
18:39.6,11.6,81.6,WARNING
18:44.5,15.1,81.7,WARNING
18:49.3,12.5,81.8,WARNING
18:49.5,15.5,81.9,WARNING
18:52.8,18.5,81.6,WARNING
18:54.5,9.9,81.6,WARNING
18:59.5,10.1,81.6,WARNING
19:00.4,27.6,81.8,WARNING
19:04.5,10.6,81.8,WARNING
19:09.5,11.9,82.1,WARNING
19:14.5,9.5,82.0,WARNING
19:19.5,9.4,81.7,WARNING
19:24.5,7.3,81.7,WARNING
19:29.5,10.7,81.7,WARNING
19:34.5,8.3,82.2,WARNING
19:39.5,18.3,81.7,WARNING
19:44.5,5.6,81.6,WARNING
19:49.6,12.3,81.8,WARNING
19:54.5,4.4,81.8,WARNING
19:59.5,15.6,81.7,WARNING
20:04.5,8.4,81.8,WARNING
20:09.5,14.8,81.8,WARNING
20:14.5,9.4,81.5,WARNING
20:19.5,12.6,81.6,WARNING
20:24.5,8.2,81.5,WARNING
20:29.5,13.8,81.6,WARNING
20:34.5,7.7,81.6,WARNING
20:39.5,13.3,81.7,WARNING
20:44.5,12.2,81.7,WARNING
20:49.5,8.2,81.8,WARNING
20:54.5,36.9,82.6,WARNING
20:59.5,11.7,82.6,WARNING
21:04.5,30.5,82.9,WARNING
21:09.5,8.8,83.1,WARNING
21:14.5,7.5,83.0,WARNING
21:19.5,14.5,83.3,WARNING
21:24.5,12.6,83.5,WARNING
21:29.5,15.8,83.4,WARNING
21:34.5,14.2,83.6,WARNING
21:39.5,16.6,83.5,WARNING
21:44.5,11.9,83.0,WARNING
21:49.5,9.1,82.8,WARNING
21:54.5,11.8,82.6,WARNING
21:59.5,7.3,82.8,WARNING
22:04.5,9.4,83.0,WARNING
22:09.5,6.9,82.9,WARNING
22:14.5,6.5,82.6,WARNING
22:19.5,8.4,82.6,WARNING
22:24.5,49.4,82.9,WARNING
22:29.6,19.7,83.8,WARNING
22:34.5,9.4,82.6,WARNING
22:39.5,6.8,82.5,WARNING
22:44.5,6.7,82.3,WARNING
22:49.5,6.3,82.5,WARNING
22:54.5,10.1,82.3,WARNING
22:59.5,8.9,82.4,WARNING
23:04.5,9.1,82.4,WARNING
23:09.5,11.6,82.4,WARNING
23:14.5,16.9,82.4,WARNING
23:19.5,12.1,82.5,WARNING
23:24.5,17.3,82.6,WARNING
23:29.5,13.9,82.5,WARNING
23:34.5,5.6,82.4,WARNING
23:39.5,7.4,82.6,WARNING
23:44.5,16.5,82.8,WARNING
23:49.5,16.9,83.0,WARNING
23:54.5,9.6,83.0,WARNING
23:59.5,11.4,83.0,WARNING
24:04.5,9.4,82.9,WARNING
24:09.5,9.8,83.3,WARNING
24:14.5,4.1,83.6,WARNING
24:19.5,3.2,82.7,WARNING
24:24.5,7.8,82.5,WARNING
24:29.5,9.5,81.9,WARNING
24:34.5,3.2,81.9,WARNING
24:39.5,6.5,81.8,WARNING
24:44.6,8.6,81.9,WARNING
24:49.5,11.2,81.8,WARNING
24:54.5,11.3,81.8,WARNING
24:59.5,10.9,81.9,WARNING
25:04.5,8.6,81.8,WARNING
25:09.5,6.9,81.8,WARNING
25:14.5,7.0,81.9,WARNING
25:19.5,7.5,81.8,WARNING
25:24.5,5.9,81.8,WARNING
25:29.5,8.9,81.8,WARNING
25:34.5,6.3,81.7,WARNING
25:39.5,6.1,81.7,WARNING
25:44.5,3.7,81.7,WARNING
25:49.5,4.4,81.7,WARNING
25:54.5,3.7,81.7,WARNING
25:59.5,4.3,81.6,WARNING
26:04.5,8.1,81.9,WARNING
26:09.5,10.9,82.0,WARNING
44:49.6,5.4,79.8,WARNING
44:54.6,19.9,79.6,WARNING
44:59.6,10.4,79.5,WARNING
45:04.6,13.0,79.7,WARNING
45:09.6,13.4,79.8,WARNING
45:14.6,16.9,80.5,WARNING
45:19.6,5.7,81.1,WARNING
45:24.6,5.3,80.9,WARNING
45:29.6,3.7,80.9,WARNING
45:34.6,5.0,80.8,WARNING
45:39.6,6.1,80.7,WARNING
45:44.6,8.5,80.8,WARNING
45:49.6,5.6,80.1,WARNING
45:54.6,6.6,80.0,WARNING
45:59.6,8.0,79.8,WARNING
46:04.6,5.7,80.3,WARNING
46:09.6,7.2,80.4,WARNING
46:14.6,23.9,80.3,WARNING
46:19.6,17.9,81.1,WARNING
46:24.6,19.9,81.9,WARNING
46:29.6,9.9,82.3,WARNING
46:34.6,13.7,82.2,WARNING
46:39.6,8.1,82.2,WARNING
46:44.6,7.6,81.8,WARNING
46:49.6,9.2,81.6,WARNING
46:54.6,13.9,81.5,WARNING
46:59.6,8.7,81.4,WARNING
47:04.6,6.5,80.8,WARNING
47:09.6,10.4,80.7,WARNING
47:14.6,9.8,81.2,WARNING
47:19.6,8.0,81.2,WARNING
47:24.6,7.6,81.0,WARNING
47:29.6,8.4,81.1,WARNING
47:34.6,8.3,81.0,WARNING
47:39.6,7.0,81.1,WARNING
47:44.6,7.7,80.8,WARNING
47:49.6,5.9,80.8,WARNING
47:54.6,7.5,81.1,WARNING
47:59.6,9.1,81.1,WARNING
48:04.6,12.0,81.2,WARNING
48:09.6,13.9,81.2,WARNING
48:14.3,9.8,80.9,WARNING
48:14.6,12.9,81.0,WARNING
48:19.0,10.3,80.9,WARNING
48:19.6,14.0,80.9,WARNING
48:22.9,14.4,80.9,WARNING
48:24.6,10.8,80.7,WARNING
48:28.6,7.0,80.6,WARNING
48:29.6,18.2,80.6,WARNING
48:34.6,5.1,80.4,WARNING
48:39.6,2.7,80.2,WARNING
48:44.6,3.2,80.2,WARNING
48:49.6,5.1,80.2,WARNING
48:54.6,6.2,80.2,WARNING
48:59.6,6.5,80.2,WARNING
49:04.6,5.1,80.2,WARNING
49:09.6,5.3,80.2,WARNING
49:14.6,5.6,80.2,WARNING
49:19.6,5.0,80.2,WARNING
49:24.6,4.6,80.2,WARNING
49:29.6,12.0,80.3,WARNING
49:34.6,9.9,80.4,WARNING
49:39.6,10.8,80.3,WARNING
49:44.6,11.0,80.9,WARNING
49:49.6,5.7,82.0,WARNING
49:54.6,5.6,82.0,WARNING
49:59.6,5.4,81.7,WARNING
50:04.5,11.6,81.6,WARNING
50:09.6,4.9,81.6,WARNING
50:14.6,6.9,81.6,WARNING
50:19.6,6.4,81.6,WARNING
50:24.5,7.9,81.0,WARNING
50:29.5,7.1,80.3,WARNING
50:34.6,5.9,80.3,WARNING
50:39.5,3.0,80.4,WARNING
50:44.5,13.6,80.3,WARNING
50:49.5,4.7,80.5,WARNING
50:54.5,7.5,79.9,WARNING
50:59.6,9.9,80.0,WARNING
51:04.5,10.7,80.1,WARNING
51:09.5,8.4,80.0,WARNING
51:14.5,12.3,80.1,WARNING
51:16.0,8.2,80.2,WARNING
51:19.5,4.6,80.2,WARNING
51:24.5,6.9,80.0,WARNING
51:25.6,17.8,80.0,WARNING
51:29.5,5.4,80.0,WARNING
51:34.6,7.6,80.0,WARNING
51:39.5,11.3,80.3,WARNING
51:44.5,4.2,80.5,WARNING
51:49.5,2.8,80.5,WARNING
51:54.5,4.5,80.5,WARNING
51:59.5,6.0,80.4,WARNING
52:04.5,5.0,80.4,WARNING
52:09.5,6.5,80.3,WARNING
52:14.5,7.7,80.4,WARNING
52:19.5,6.6,80.2,WARNING
52:24.5,12.4,80.2,WARNING
52:29.5,9.6,80.3,WARNING
52:34.5,8.8,80.3,WARNING
52:39.5,6.2,80.3,WARNING
52:44.5,4.2,80.0,WARNING
52:49.5,5.2,80.0,WARNING
52:54.5,5.5,80.0,WARNING
52:59.5,5.1,80.0,WARNING
53:04.5,5.8,80.0,WARNING
53:09.5,5.2,80.0,WARNING
53:14.5,6.7,80.0,WARNING
53:19.5,5.2,79.9,WARNING
53:24.5,3.5,80.0,WARNING
53:29.5,5.1,79.7,WARNING
53:34.5,5.8,79.6,WARNING
53:39.5,5.4,79.6,WARNING
53:44.5,4.9,79.6,WARNING
53:49.5,6.8,79.6,WARNING
53:54.5,10.5,79.6,WARNING
53:59.5,8.5,79.7,WARNING
54:04.5,10.4,79.8,WARNING
54:09.5,5.0,79.7,WARNING
54:14.5,9.1,79.5,WARNING
54:19.5,5.7,79.4,WARNING
54:24.5,5.8,79.6,WARNING
54:29.5,6.7,79.5,WARNING
54:34.5,6.5,79.6,WARNING
54:39.5,8.6,79.2,WARNING
54:44.5,14.9,79.2,WARNING
54:49.5,14.5,80.0,WARNING
54:54.5,8.9,77.9,WARNING
54:59.5,3.7,77.9,WARNING
55:04.5,1.5,77.9,WARNING
55:09.5,3.8,78.0,WARNING
32:49.9,72.0,80.1,WARNING
36:54.6,62.4,80.6,WARNING
36:59.5,71.2,82.0,WARNING
37:04.5,31.9,83.3,WARNING
37:09.5,9.3,82.7,WARNING
37:14.5,9.2,81.9,WARNING
37:19.5,11.3,81.9,WARNING
37:24.5,10.6,81.8,WARNING
37:29.5,15.6,81.7,WARNING
37:34.5,10.8,81.4,WARNING
37:39.5,7.0,80.6,WARNING
37:44.5,5.3,80.5,WARNING
37:49.5,6.2,80.4,WARNING
37:54.5,5.3,80.1,WARNING
37:59.5,3.2,80.0,WARNING
38:04.5,2.9,80.1,WARNING
38:09.5,16.9,80.5,WARNING
38:14.5,6.7,81.5,WARNING
38:19.5,9.9,81.5,WARNING
38:24.5,3.3,81.3,WARNING
38:29.5,3.2,81.4,WARNING
38:34.5,8.6,81.3,WARNING
38:39.5,12.5,81.9,WARNING
38:44.6,23.8,82.5,WARNING
38:49.5,15.0,81.7,WARNING
38:54.5,28.4,81.1,WARNING
38:59.5,16.7,81.3,WARNING
39:04.5,12.4,81.3,WARNING
39:09.5,10.7,81.2,WARNING
39:14.5,21.1,81.4,WARNING
39:19.5,4.6,80.5,WARNING
39:24.5,29.6,79.9,WARNING
39:29.5,4.6,79.8,WARNING
39:34.5,4.3,79.8,WARNING
39:39.5,6.4,79.8,WARNING
39:44.5,5.6,79.9,WARNING
39:49.5,5.6,79.8,WARNING
39:54.5,6.5,79.8,WARNING
39:59.5,6.2,79.7,WARNING
40:04.5,4.9,79.7,WARNING
40:09.5,6.1,79.7,WARNING
40:14.5,11.0,79.6,WARNING
40:19.5,13.8,79.9,WARNING
40:24.5,14.5,80.2,WARNING
29:47.8,0.7,13.7,HEALTHY
32:09.6,0.1,14.2,HEALTHY
32:14.6,0.4,13.9,HEALTHY
32:19.6,0.1,13.9,HEALTHY
32:24.6,0.1,13.9,HEALTHY
32:29.6,0.1,13.9,HEALTHY
32:34.6,1.6,13.9,HEALTHY
32:39.6,5.1,14.6,HEALTHY
32:44.6,4.6,14.8,HEALTHY
32:49.6,2.9,15.2,HEALTHY
32:54.6,2.7,15.2,HEALTHY
32:59.6,4.0,15.3,HEALTHY
33:03.0,4.1,15.3,HEALTHY
33:04.6,5.3,15.3,HEALTHY
33:09.6,7.1,15.5,HEALTHY
33:14.6,6.7,15.4,HEALTHY
33:19.6,7.1,14.2,HEALTHY
33:24.6,6.6,14.2,HEALTHY
33:29.6,6.6,14.2,HEALTHY
33:34.6,11.4,14.3,HEALTHY
33:44.6,5.7,15.2,HEALTHY
33:49.6,0.4,15.8,HEALTHY
33:54.6,0.1,15.8,HEALTHY
33:59.6,0.2,15.8,HEALTHY
34:04.6,0.1,15.9,HEALTHY
34:09.6,0.1,15.9,HEALTHY
34:14.6,0.4,15.9,HEALTHY
34:19.6,0.2,15.9,HEALTHY
34:24.1,0.2,16.0,HEALTHY
34:24.6,0.7,15.9,HEALTHY
34:29.6,1.6,16.0,HEALTHY
34:34.6,0.1,15.9,HEALTHY
34:39.6,0.1,16.0,HEALTHY
34:44.6,0.4,15.9,HEALTHY
34:49.6,0.1,16.0,HEALTHY
34:54.6,0.1,16.0,HEALTHY
34:59.6,0.2,16.0,HEALTHY
35:04.6,0.1,16.0,HEALTHY
35:09.6,1.1,16.0,HEALTHY
35:14.6,0.4,16.0,HEALTHY
35:19.6,0.4,16.0,HEALTHY
35:24.6,0.6,16.2,HEALTHY
35:29.6,0.4,16.2,HEALTHY
35:30.3,0.8,16.2,HEALTHY
35:34.6,0.8,16.2,HEALTHY
35:39.6,0.3,16.2,HEALTHY
35:44.6,0.3,16.2,HEALTHY
35:49.6,0.1,16.2,HEALTHY
